Dataset,Initial Algorithm,Removal Heuristic,Insertion Algorithm,Optimal Value,Average Processing Time
eil51.tsp,Cheapest_Insertion_Ini,Shaw_Removal,Regret_2_Heuristic,473,0.016743326
eil51.tsp,Cheapest_Insertion_Ini,Shaw_Removal,Regret_3_Heuristic,473,0.016697097
eil51.tsp,Cheapest_Insertion_Ini,Shaw_Removal,Regret_N_Heuristic,473,0.016612005
eil51.tsp,Cheapest_Insertion_Ini,Shaw_Removal,Greedy_Insertion,473,0.016601992
eil51.tsp,Cheapest_Insertion_Ini,Shaw_Removal,Best_Insertion,473,0.016549206
eil51.tsp,Cheapest_Insertion_Ini,Shaw_Removal,Cheapest_Insertion,475,0.016627002
eil51.tsp,Cheapest_Insertion_Ini,Shaw_Removal,Nearest_Insertion,478,0.016840386
eil51.tsp,Cheapest_Insertion_Ini,Shaw_Removal,Random_Insertion,482,0.0162534
eil51.tsp,Cheapest_Insertion_Ini,Shaw_Removal,farthest_insertion,475,0.016733313
eil51.tsp,Cheapest_Insertion_Ini,Related_Removal,Basic_Insertion,475,0.016679502
eil51.tsp,Cheapest_Insertion_Ini,Related_Removal,Regret_2_Heuristic,473,0.017238879
eil51.tsp,Cheapest_Insertion_Ini,Related_Removal,Regret_3_Heuristic,473,0.016830516
eil51.tsp,Cheapest_Insertion_Ini,Related_Removal,Regret_N_Heuristic,473,0.016989183
eil51.tsp,Cheapest_Insertion_Ini,Related_Removal,Greedy_Insertion,482,0.016797614
eil51.tsp,Cheapest_Insertion_Ini,Related_Removal,Best_Insertion,473,0.01677618
eil51.tsp,Cheapest_Insertion_Ini,Related_Removal,Cheapest_Insertion,475,0.017076302
eil51.tsp,Cheapest_Insertion_Ini,Related_Removal,Nearest_Insertion,473,0.016850305
eil51.tsp,Cheapest_Insertion_Ini,Related_Removal,Random_Insertion,475,0.01628468
eil51.tsp,Cheapest_Insertion_Ini,Related_Removal,farthest_insertion,476,0.017251992
eil51.tsp,Cheapest_Insertion_Ini,Route_Based_Removal,Basic_Insertion,473,0.016536188
eil51.tsp,Cheapest_Insertion_Ini,Route_Based_Removal,Regret_2_Heuristic,473,0.016457009
eil51.tsp,Cheapest_Insertion_Ini,Route_Based_Removal,Regret_3_Heuristic,476,0.016491127
eil51.tsp,Cheapest_Insertion_Ini,Route_Based_Removal,Regret_N_Heuristic,473,0.016387987
eil51.tsp,Cheapest_Insertion_Ini,Route_Based_Removal,Greedy_Insertion,478,0.016730499
eil51.tsp,Cheapest_Insertion_Ini,Route_Based_Removal,Best_Insertion,473,0.016930985
eil51.tsp,Cheapest_Insertion_Ini,Route_Based_Removal,Cheapest_Insertion,481,0.016695285
eil51.tsp,Cheapest_Insertion_Ini,Route_Based_Removal,Nearest_Insertion,482,0.016914678
eil51.tsp,Cheapest_Insertion_Ini,Route_Based_Removal,Random_Insertion,482,0.016348696
eil51.tsp,Cheapest_Insertion_Ini,Route_Based_Removal,farthest_insertion,473,0.016809297
eil51.tsp,Savings_Algorithm,Random_Removal,Basic_Insertion,561,0.00310421
eil51.tsp,Savings_Algorithm,Random_Removal,Regret_2_Heuristic,561,0.003104401
eil51.tsp,Savings_Algorithm,Random_Removal,Regret_3_Heuristic,561,0.003107095
eil51.tsp,Savings_Algorithm,Random_Removal,Regret_N_Heuristic,566,0.003407907
eil51.tsp,Savings_Algorithm,Random_Removal,Greedy_Insertion,561,0.003094006
eil51.tsp,Savings_Algorithm,Random_Removal,Best_Insertion,566,0.003186989
eil51.tsp,Savings_Algorithm,Random_Removal,Cheapest_Insertion,561,0.003166819
eil51.tsp,Savings_Algorithm,Random_Removal,Nearest_Insertion,561,0.003273296
eil51.tsp,Savings_Algorithm,Random_Removal,Random_Insertion,561,0.002828503
eil51.tsp,Savings_Algorithm,Random_Removal,farthest_insertion,565,0.003286719
eil51.tsp,Savings_Algorithm,Worst_Removal,Basic_Insertion,570,0.003395891
eil51.tsp,Savings_Algorithm,Worst_Removal,Regret_2_Heuristic,570,0.003357697
eil51.tsp,Savings_Algorithm,Worst_Removal,Regret_3_Heuristic,570,0.003361416
eil51.tsp,Savings_Algorithm,Worst_Removal,Regret_N_Heuristic,570,0.003401518
eil51.tsp,Savings_Algorithm,Worst_Removal,Greedy_Insertion,570,0.003314614
eil51.tsp,Savings_Algorithm,Worst_Removal,Best_Insertion,570,0.003299403
eil51.tsp,Savings_Algorithm,Worst_Removal,Cheapest_Insertion,570,0.003319693
eil51.tsp,Savings_Algorithm,Worst_Removal,Nearest_Insertion,570,0.003467011
eil51.tsp,Savings_Algorithm,Worst_Removal,Random_Insertion,570,0.002990794
eil51.tsp,Savings_Algorithm,Worst_Removal,farthest_insertion,570,0.003494692
eil51.tsp,Savings_Algorithm,Shaw_Removal,Basic_Insertion,559,0.003251696
eil51.tsp,Savings_Algorithm,Shaw_Removal,Regret_2_Heuristic,561,0.003356409
eil51.tsp,Savings_Algorithm,Shaw_Removal,Regret_3_Heuristic,561,0.003271699
eil51.tsp,Savings_Algorithm,Shaw_Removal,Regret_N_Heuristic,565,0.003250718
eil51.tsp,Savings_Algorithm,Shaw_Removal,Greedy_Insertion,559,0.003253198
eil51.tsp,Savings_Algorithm,Shaw_Removal,Best_Insertion,561,0.003214788
eil51.tsp,Savings_Algorithm,Shaw_Removal,Cheapest_Insertion,561,0.003244209
eil51.tsp,Savings_Algorithm,Shaw_Removal,Nearest_Insertion,563,0.003355789
eil51.tsp,Savings_Algorithm,Shaw_Removal,Random_Insertion,570,0.002962589
eil51.tsp,Savings_Algorithm,Shaw_Removal,farthest_insertion,559,0.003476095
eil51.tsp,Savings_Algorithm,Related_Removal,Basic_Insertion,559,0.003369498
eil51.tsp,Savings_Algorithm,Related_Removal,Regret_2_Heuristic,559,0.003355408
eil51.tsp,Savings_Algorithm,Related_Removal,Regret_3_Heuristic,561,0.003419304
eil51.tsp,Savings_Algorithm,Related_Removal,Regret_N_Heuristic,559,0.003418708
eil51.tsp,Savings_Algorithm,Related_Removal,Greedy_Insertion,561,0.003347993
eil51.tsp,Savings_Algorithm,Related_Removal,Best_Insertion,559,0.003335404
eil51.tsp,Savings_Algorithm,Related_Removal,Cheapest_Insertion,559,0.003364205
eil51.tsp,Savings_Algorithm,Related_Removal,Nearest_Insertion,559,0.003475881
eil51.tsp,Savings_Algorithm,Related_Removal,Random_Insertion,570,0.002975011
eil51.tsp,Savings_Algorithm,Related_Removal,farthest_insertion,559,0.003533196
eil51.tsp,Savings_Algorithm,Route_Based_Removal,Basic_Insertion,561,0.003091788
eil51.tsp,Savings_Algorithm,Route_Based_Removal,Regret_2_Heuristic,561,0.003221416
eil51.tsp,Savings_Algorithm,Route_Based_Removal,Regret_3_Heuristic,563,0.00323329
eil51.tsp,Savings_Algorithm,Route_Based_Removal,Regret_N_Heuristic,559,0.003192186
eil51.tsp,Savings_Algorithm,Route_Based_Removal,Greedy_Insertion,561,0.003143406
eil51.tsp,Savings_Algorithm,Route_Based_Removal,Best_Insertion,564,0.003217602
eil51.tsp,Savings_Algorithm,Route_Based_Removal,Cheapest_Insertion,565,0.003155875
eil51.tsp,Savings_Algorithm,Route_Based_Removal,Nearest_Insertion,565,0.003320098
eil51.tsp,Savings_Algorithm,Route_Based_Removal,Random_Insertion,570,0.002808809
eil51.tsp,Savings_Algorithm,Route_Based_Removal,farthest_insertion,559,0.003316188
eil51.tsp,basic_greedy_heuristic,Random_Removal,Basic_Insertion,435,0.001186204
eil51.tsp,basic_greedy_heuristic,Random_Removal,Regret_2_Heuristic,473,0.001184916
eil51.tsp,basic_greedy_heuristic,Random_Removal,Regret_3_Heuristic,474,0.001256013
eil51.tsp,basic_greedy_heuristic,Random_Removal,Regret_N_Heuristic,435,0.001269412
eil51.tsp,basic_greedy_heuristic,Random_Removal,Greedy_Insertion,477,0.001106
eil51.tsp,basic_greedy_heuristic,Random_Removal,Best_Insertion,477,0.001201677
eil51.tsp,basic_greedy_heuristic,Random_Removal,Cheapest_Insertion,477,0.001168609
eil51.tsp,basic_greedy_heuristic,Random_Removal,Nearest_Insertion,473,0.001326704
eil51.tsp,basic_greedy_heuristic,Random_Removal,Random_Insertion,477,0.000778198
eil51.tsp,basic_greedy_heuristic,Random_Removal,farthest_insertion,473,0.001319695
eil51.tsp,basic_greedy_heuristic,Worst_Removal,Basic_Insertion,477,0.001444602
eil51.tsp,basic_greedy_heuristic,Worst_Removal,Regret_2_Heuristic,477,0.001442885
eil51.tsp,basic_greedy_heuristic,Worst_Removal,Regret_3_Heuristic,477,0.001459384
eil51.tsp,basic_greedy_heuristic,Worst_Removal,Regret_N_Heuristic,477,0.001481915
eil51.tsp,basic_greedy_heuristic,Worst_Removal,Greedy_Insertion,477,0.001457787
eil51.tsp,basic_greedy_heuristic,Worst_Removal,Best_Insertion,477,0.001443195
eil51.tsp,basic_greedy_heuristic,Worst_Removal,Cheapest_Insertion,477,0.001726413
eil51.tsp,basic_greedy_heuristic,Worst_Removal,Nearest_Insertion,477,0.002174211
eil51.tsp,basic_greedy_heuristic,Worst_Removal,Random_Insertion,477,0.001231313
eil51.tsp,basic_greedy_heuristic,Worst_Removal,farthest_insertion,477,0.001587629
eil51.tsp,basic_greedy_heuristic,Shaw_Removal,Basic_Insertion,476,0.001396608
eil51.tsp,basic_greedy_heuristic,Shaw_Removal,Regret_2_Heuristic,477,0.001365805
eil51.tsp,basic_greedy_heuristic,Shaw_Removal,Regret_3_Heuristic,476,0.001363516
eil51.tsp,basic_greedy_heuristic,Shaw_Removal,Regret_N_Heuristic,473,0.00138638
eil51.tsp,basic_greedy_heuristic,Shaw_Removal,Greedy_Insertion,473,0.001384211
eil51.tsp,basic_greedy_heuristic,Shaw_Removal,Best_Insertion,476,0.001398396
eil51.tsp,basic_greedy_heuristic,Shaw_Removal,Cheapest_Insertion,473,0.001365829
eil51.tsp,basic_greedy_heuristic,Shaw_Removal,Nearest_Insertion,473,0.001458788
eil51.tsp,basic_greedy_heuristic,Shaw_Removal,Random_Insertion,477,0.000990987
eil51.tsp,basic_greedy_heuristic,Shaw_Removal,farthest_insertion,474,0.001447701
eil51.tsp,basic_greedy_heuristic,Related_Removal,Basic_Insertion,475,0.00138588
eil51.tsp,basic_greedy_heuristic,Related_Removal,Regret_2_Heuristic,475,0.001333928
eil51.tsp,basic_greedy_heuristic,Related_Removal,Regret_3_Heuristic,473,0.001364088
eil51.tsp,basic_greedy_heuristic,Related_Removal,Regret_N_Heuristic,474,0.00139358
eil51.tsp,basic_greedy_heuristic,Related_Removal,Greedy_Insertion,477,0.00133388
eil51.tsp,basic_greedy_heuristic,Related_Removal,Best_Insertion,476,0.001370716
eil51.tsp,basic_greedy_heuristic,Related_Removal,Cheapest_Insertion,473,0.001333308
eil51.tsp,basic_greedy_heuristic,Related_Removal,Nearest_Insertion,475,0.001456213
eil51.tsp,basic_greedy_heuristic,Related_Removal,Random_Insertion,477,0.001000667
eil51.tsp,basic_greedy_heuristic,Related_Removal,farthest_insertion,475,0.001430178
eil51.tsp,basic_greedy_heuristic,Route_Based_Removal,Basic_Insertion,473,0.001131296
eil51.tsp,basic_greedy_heuristic,Route_Based_Removal,Regret_2_Heuristic,473,0.001139498
eil51.tsp,basic_greedy_heuristic,Route_Based_Removal,Regret_3_Heuristic,474,0.001197124
eil51.tsp,basic_greedy_heuristic,Route_Based_Removal,Regret_N_Heuristic,476,0.001212096
eil51.tsp,basic_greedy_heuristic,Route_Based_Removal,Greedy_Insertion,476,0.00113132
eil51.tsp,basic_greedy_heuristic,Route_Based_Removal,Best_Insertion,473,0.001150703
eil51.tsp,basic_greedy_heuristic,Route_Based_Removal,Cheapest_Insertion,474,0.001146817
eil51.tsp,basic_greedy_heuristic,Route_Based_Removal,Nearest_Insertion,476,0.001251721
eil51.tsp,basic_greedy_heuristic,Route_Based_Removal,Random_Insertion,476,0.000777483
eil51.tsp,basic_greedy_heuristic,Route_Based_Removal,farthest_insertion,474,0.0013556
eil51.tsp,regret_2_heuristic_ini,Random_Removal,Basic_Insertion,1327,0.015478802
eil51.tsp,regret_2_heuristic_ini,Random_Removal,Regret_2_Heuristic,1370,0.015476584
eil51.tsp,regret_2_heuristic_ini,Random_Removal,Regret_3_Heuristic,1327,0.0155967
eil51.tsp,regret_2_heuristic_ini,Random_Removal,Regret_N_Heuristic,1356,0.015685081
eil51.tsp,regret_2_heuristic_ini,Random_Removal,Greedy_Insertion,1391,0.01517961
eil51.tsp,regret_2_heuristic_ini,Random_Removal,Best_Insertion,1356,0.015128517
eil51.tsp,regret_2_heuristic_ini,Random_Removal,Cheapest_Insertion,1327,0.015205503
eil51.tsp,regret_2_heuristic_ini,Random_Removal,Nearest_Insertion,1367,0.015450978
eil51.tsp,regret_2_heuristic_ini,Random_Removal,Random_Insertion,1354,0.01522181
eil51.tsp,regret_2_heuristic_ini,Random_Removal,farthest_insertion,1391,0.015291023
eil51.tsp,regret_2_heuristic_ini,Worst_Removal,Basic_Insertion,1380,0.015275979
eil51.tsp,regret_2_heuristic_ini,Worst_Removal,Regret_2_Heuristic,1380,0.015565586
eil51.tsp,regret_2_heuristic_ini,Worst_Removal,Regret_3_Heuristic,1380,0.015774488
eil51.tsp,regret_2_heuristic_ini,Worst_Removal,Regret_N_Heuristic,1380,0.01535449
eil51.tsp,regret_2_heuristic_ini,Worst_Removal,Greedy_Insertion,1380,0.015771127
eil51.tsp,regret_2_heuristic_ini,Worst_Removal,Best_Insertion,1380,0.016445398
eil51.tsp,regret_2_heuristic_ini,Worst_Removal,Cheapest_Insertion,1380,0.015319681
eil51.tsp,regret_2_heuristic_ini,Worst_Removal,Nearest_Insertion,1380,0.015314817
eil51.tsp,regret_2_heuristic_ini,Worst_Removal,Random_Insertion,1466,0.015324712
eil51.tsp,regret_2_heuristic_ini,Worst_Removal,farthest_insertion,1380,0.015701699
eil51.tsp,regret_2_heuristic_ini,Shaw_Removal,Basic_Insertion,1391,0.015236878
eil51.tsp,regret_2_heuristic_ini,Shaw_Removal,Regret_2_Heuristic,1327,0.015399981
eil51.tsp,regret_2_heuristic_ini,Shaw_Removal,Regret_3_Heuristic,1403,0.015436482
eil51.tsp,regret_2_heuristic_ini,Shaw_Removal,Regret_N_Heuristic,1327,0.015417075
eil51.tsp,regret_2_heuristic_ini,Shaw_Removal,Greedy_Insertion,1327,0.015213704
eil51.tsp,regret_2_heuristic_ini,Shaw_Removal,Best_Insertion,1327,0.015841389
eil51.tsp,regret_2_heuristic_ini,Shaw_Removal,Cheapest_Insertion,1367,0.015367103
eil51.tsp,regret_2_heuristic_ini,Shaw_Removal,Nearest_Insertion,1327,0.015212703
eil51.tsp,regret_2_heuristic_ini,Shaw_Removal,Random_Insertion,1384,0.014773178
eil51.tsp,regret_2_heuristic_ini,Shaw_Removal,farthest_insertion,1327,0.015206909
eil51.tsp,regret_2_heuristic_ini,Related_Removal,Basic_Insertion,1370,0.015633702
eil51.tsp,regret_2_heuristic_ini,Related_Removal,Regret_2_Heuristic,1417,0.015582418
eil51.tsp,regret_2_heuristic_ini,Related_Removal,Regret_3_Heuristic,1327,0.015372396
eil51.tsp,regret_2_heuristic_ini,Related_Removal,Regret_N_Heuristic,1327,0.015266109
eil51.tsp,regret_2_heuristic_ini,Related_Removal,Greedy_Insertion,1327,0.015128016
eil51.tsp,regret_2_heuristic_ini,Related_Removal,Best_Insertion,1327,0.015230298
eil51.tsp,regret_2_heuristic_ini,Related_Removal,Cheapest_Insertion,1327,0.015275478
eil51.tsp,regret_2_heuristic_ini,Related_Removal,Nearest_Insertion,1327,0.015350699
eil51.tsp,regret_2_heuristic_ini,Related_Removal,Random_Insertion,1380,0.0148844
eil51.tsp,regret_2_heuristic_ini,Related_Removal,farthest_insertion,1327,0.015299201
eil51.tsp,regret_2_heuristic_ini,Route_Based_Removal,Basic_Insertion,1356,0.015226507
eil51.tsp,regret_2_heuristic_ini,Route_Based_Removal,Regret_2_Heuristic,1429,0.014968801
eil51.tsp,regret_2_heuristic_ini,Route_Based_Removal,Regret_3_Heuristic,1405,0.014946008
eil51.tsp,regret_2_heuristic_ini,Route_Based_Removal,Regret_N_Heuristic,1327,0.014963889
eil51.tsp,regret_2_heuristic_ini,Route_Based_Removal,Greedy_Insertion,1405,0.014917922
eil51.tsp,regret_2_heuristic_ini,Route_Based_Removal,Best_Insertion,1356,0.015029693
eil51.tsp,regret_2_heuristic_ini,Route_Based_Removal,Cheapest_Insertion,1353,0.015009093
eil51.tsp,regret_2_heuristic_ini,Route_Based_Removal,Nearest_Insertion,1367,0.015108609
eil51.tsp,regret_2_heuristic_ini,Route_Based_Removal,Random_Insertion,1412,0.015498018
eil51.tsp,regret_2_heuristic_ini,Route_Based_Removal,farthest_insertion,1327,0.015236282
